filename,name,type,engine_count,status,confidence,sources_count,estimated_fields_count,warnings,errors
Aeronca_Chief.json,Aeronca Chief,single_engine,1,fail,estimated,1,0,confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Beechcraft_Sierra.json,Beechcraft Sierra,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Beechcraft_Sundowner.json,Beechcraft Sundowner,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Cessna_177.json,Cessna 177,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Cessna_177RG.json,Cessna 177RG,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Ercoupe_415C.json,Ercoupe 415C,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Focke-Wulf_FW_190_A-8.json,Focke-Wulf Fw 190 A-8,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Grumman_F6F-5_Hellcat.json,Grumman F6F-5 Hellcat,single_engine,1,fail,estimated,1,0,confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Grumman_F8F-2_Bearcat.json,Grumman F8F-2 Bearcat,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Kawanishi_N1K2-J_Shiden-Kai.json,Kawanishi N1K2-J Shiden-Kai,single_engine,1,fail,estimated,1,0,confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Luscombe_8A.json,Luscombe 8A,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Messerschmitt Bf 109G-6.json,Messerschmitt Bf 109G-6,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Mitsubishi_A6M5_Zero.json,Mitsubishi A6M5 Zero,single_engine,1,fail,estimated,1,0,confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
North_American_P51-D_Mustang.json,North American P-51D Mustang,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
PT-17_Stearman.json,PT-17 Stearman,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Piper_PA-30_Twin_Comanche.json,Piper PA-30 Twin Comanche,multi_engine,2,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Pitts_S-1C-TB.json,Pitts S-1C-TB,single_engine,1,fail,estimated,1,0,"confidence not set (defaults to 'estimated') | arcs missing values in ['white', 'green', 'yellow', 'red'] (needs Phase 2 sourcing) | CL_max missing entries for declared flaps: ['takeoff', 'landing'] | stall_speeds missing entries for declared flaps: ['takeoff', 'landing']",vspeeds_published_units: Extra inputs are not permitted
Pitts_S-1C.json,Pitts S-1C,single_engine,1,fail,estimated,1,0,confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Stinson_108.json,Stinson 108,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Supermarine_Spitfire.json,Supermarine Spitfire Mk IX,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Taylorcraft_BC-12D.json,Taylorcraft BC-12D,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Van's_RV-6.json,Van's RV-6,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Van's_RV-8.json,Van's RV-8,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Van's_RV-9A.json,Van's RV-9A,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Vought_F4U-4_Corsair.json,Vought F4U-4 Corsair,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Yakovlev_Yak-3.json,Yakovlev Yak-3,single_engine,1,fail,estimated,1,0,confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Zlin_Z-242L.json,Zlin Z-242L,single_engine,1,fail,estimated,1,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated'),vspeeds_published_units: Extra inputs are not permitted
Aeronca_Champ.json,Aeronca Champ,single_engine,1,ok,estimated,0,0,confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
American_Champion_Citabria.json,American Champion Citabria,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
American_Champion_Decathlon.json,American Champion Decathlon,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
American_Champion_Scout.json,American Champion Scout,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Aviat Husky A-1C.json,Aviat Husky A-1C,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Beechcraft_Baron_58.json,Beechcraft Baron 58,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Beechcraft_Bonanza_A36.json,Beechcraft Bonanza A36,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Beechcraft_Bonanza_F33.json,Beechcraft Bonanza F33,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Beechcraft_Musketeer.json,Beechcraft Musketeer,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Bellanca_Super_Viking.json,Bellanca Super Viking,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
CAP_232.json,CAP 232,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_150.json,Cessna 150,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_152.json,Cessna 152,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_162.json,Cessna 162,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_172M.json,Cessna 172M,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_172N.json,Cessna 172N,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_172P.json,Cessna 172P,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_172R.json,Cessna 172R,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_172S.json,Cessna 172S,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_182P.json,Cessna 182P,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_182Q.json,Cessna 182Q,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_182T.json,Cessna 182T,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_206.json,Cessna 206,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_210.json,Cessna 210,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cessna_310R.json,Cessna 310R,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Champion_7EC.json,Champion 7EC,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cirrus_SR20.json,Cirrus SR20,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cirrus_SR22.json,Cirrus SR22,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Cirrus_SR22T.json,Cirrus SR22T,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Diamond_DA20-A1.json,Diamond DA20-A1,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Diamond_DA20-C1.json,Diamond DA20-C1,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Diamond_DA40-180.json,Diamond DA40-180,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Diamond_DA40-NG.json,Diamond DA40-NG,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Diamond_DA42-L360.json,Diamond DA42-L360,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Diamond_DA42-NG.json,Diamond DA42-NG,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Diamond_DA62.json,Diamond DA62,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Evektor_SportStar.json,Evektor SportStar,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Extra_300.json,Extra 300,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Extra_300L.json,Extra 300L,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Extra_330SC.json,Extra 330SC,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Extra_NG.json,Extra NG,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Flight_Design_CTLS.json,Flight Design CTLS,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
GameBird_GB1.json,GameBird GB1,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Grumman_AA-5.json,Grumman AA-5,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Grumman_AA-5B.json,Grumman AA-5B,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
MX_Aircraft_MXS.json,MX Aircraft MXS,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Maule_M-7.json,Maule M-7,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Mooney_M20C.json,Mooney M20C,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Mooney_M20E.json,Mooney M20E,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Mooney_M20J.json,Mooney M20J,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Mooney_M20R.json,Mooney M20R,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_Aztec_F.json,Piper Aztec F,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-28-140.json,Piper PA-28-140,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-28-151.json,Piper PA-28-151,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-28-161.json,Piper PA-28-161,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-28-181.json,Piper PA-28-181,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-28R-200.json,Piper PA-28R-200,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-28R-201.json,Piper PA-28R-201,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-28R-201T.json,Piper PA-28R-201T,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-28RT-201.json,Piper PA-28RT-201,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-32-260.json,Piper PA-32-260,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-32R-300.json,Piper PA-32R-300,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Piper_PA-34_Seneca.json,Piper PA-34 Seneca,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation) | G_limits.aerobatic.* all zero (not aerobatic-certified sentinel),
Piper_PA-44_Seminole.json,Piper PA-44 Seminole,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation) | G_limits.aerobatic.* all zero (not aerobatic-certified sentinel),
Pipistrel_Alpha_Trainer.json,Pipistrel Alpha Trainer,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Pipistrel_Virus.json,Pipistrel Virus,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Pitts_S-2C.json,Pitts S-2C,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Remos_GX.json,Remos GX,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Robin_DR400.json,Robin DR400,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Robin_R3000.json,Robin R3000,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Socata_TB10.json,Socata TB10,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Socata_TB20.json,Socata TB20,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Socata_TB9.json,Socata TB9,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Sukhoi_Su-26.json,Sukhoi Su-26,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
T-6A_Texan_II.json,T-6A Texan II,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
T-6B_Texan_II.json,T-6B Texan II,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Tecnam_P2002.json,Tecnam P2002,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Tecnam_P2006T.json,Tecnam P2006T,multi_engine,2,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Van's_RV-10.json,Van's RV-10,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Van's_RV-12.json,Van's RV-12,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Van's_RV-14A.json,Van's RV-14A,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Zivko_Edge_540.json,Zivko Edge 540,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
Zlin_Savage.json,Zlin Savage,single_engine,1,ok,estimated,0,0,prop_thrust_decay.T_static_factor=2.6 (placeholder — needs Phase 2 sourcing) | confidence not set (defaults to 'estimated') | sources[] is empty (needs Phase 2 citation),
